code,display_name,line_item_description,kind,type_code,category_code,unit_type_ref,unit_cost,buy_cost,markup_type,markup_value,tax_rate,pricing_mode,fixed_unit_cost,external_reference
MAT-VAR-GPO-091,Power outlet variant 91,Supply and install power outlet variant to match existing wiring — item 91 for insurance repair scope scheduling,primitive,material,electrical,ea,43.44,36.20,percent,20,0.10,,,
MAT-VAR-CABLE-092,Cable run variant 92,Supply additional cable and conduit for circuit extension — item 92 for insurance repair scope scheduling,primitive,material,electrical,ea,46.08,38.40,percent,20,0.10,,,
MAT-VAR-FITTING-093,Pipe fitting variant 93,Supply brass or PVC fitting for pipe repair junction — item 93 for insurance repair scope scheduling,primitive,material,plumbing,ea,48.72,40.60,percent,20,0.10,,,
MAT-VAR-SEALANT-094,Plumbing sealant 94,Supply plumbing grade sealant and thread tape for joint completion — item 94 for insurance repair scope scheduling,primitive,material,plumbing,ea,51.36,42.80,percent,20,0.10,,,
MAT-VAR-BEAD-095,Plaster bead variant 95,Supply plaster bead or trim for junction detail — item 95 for insurance repair scope scheduling,primitive,material,plastering,ea,54.00,45.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-096,Construction adhesive 96,Supply construction adhesive for sheet or trim bonding — item 96 for insurance repair scope scheduling,primitive,material,plastering,ea,56.64,47.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-097,Fixings pack 97,Supply nails screws and anchors pack for carpentry repair — item 97 for insurance repair scope scheduling,primitive,material,carpentry,ea,59.28,49.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-098,Timber adhesive 98,Supply polyurethane timber adhesive for splice joint — item 98 for insurance repair scope scheduling,primitive,material,carpentry,ea,61.92,51.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-099,Consumable allowance 99,Supply consumable allowance for blades bits and sundries on repair job — item 99 for insurance repair scope scheduling,primitive,material,general,ea,64.56,53.80,percent,20,0.10,,,
MAT-VAR-SEAL-100,Silicone sealant 100,Supply neutral cure silicone for wet area perimeter seal — item 100 for insurance repair scope scheduling,primitive,material,general,ea,67.20,56.00,percent,20,0.10,,,
MAT-VAR-GPO-101,Power outlet variant 101,Supply and install power outlet variant to match existing wiring — item 101 for insurance repair scope scheduling,primitive,material,electrical,ea,69.84,58.20,percent,20,0.10,,,
MAT-VAR-CABLE-102,Cable run variant 102,Supply additional cable and conduit for circuit extension — item 102 for insurance repair scope scheduling,primitive,material,electrical,ea,72.48,60.40,percent,20,0.10,,,
MAT-VAR-FITTING-103,Pipe fitting variant 103,Supply brass or PVC fitting for pipe repair junction — item 103 for insurance repair scope scheduling,primitive,material,plumbing,ea,75.12,62.60,percent,20,0.10,,,
MAT-VAR-SEALANT-104,Plumbing sealant 104,Supply plumbing grade sealant and thread tape for joint completion — item 104 for insurance repair scope scheduling,primitive,material,plumbing,ea,77.76,64.80,percent,20,0.10,,,
MAT-VAR-BEAD-105,Plaster bead variant 105,Supply plaster bead or trim for junction detail — item 105 for insurance repair scope scheduling,primitive,material,plastering,ea,80.40,67.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-106,Construction adhesive 106,Supply construction adhesive for sheet or trim bonding — item 106 for insurance repair scope scheduling,primitive,material,plastering,ea,83.04,69.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-107,Fixings pack 107,Supply nails screws and anchors pack for carpentry repair — item 107 for insurance repair scope scheduling,primitive,material,carpentry,ea,85.68,71.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-108,Timber adhesive 108,Supply polyurethane timber adhesive for splice joint — item 108 for insurance repair scope scheduling,primitive,material,carpentry,ea,88.32,73.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-109,Consumable allowance 109,Supply consumable allowance for blades bits and sundries on repair job — item 109 for insurance repair scope scheduling,primitive,material,general,ea,90.96,75.80,percent,20,0.10,,,
MAT-VAR-SEAL-110,Silicone sealant 110,Supply neutral cure silicone for wet area perimeter seal — item 110 for insurance repair scope scheduling,primitive,material,general,ea,93.60,78.00,percent,20,0.10,,,
MAT-VAR-GPO-111,Power outlet variant 111,Supply and install power outlet variant to match existing wiring — item 111 for insurance repair scope scheduling,primitive,material,electrical,ea,96.24,80.20,percent,20,0.10,,,
MAT-VAR-CABLE-112,Cable run variant 112,Supply additional cable and conduit for circuit extension — item 112 for insurance repair scope scheduling,primitive,material,electrical,ea,98.88,82.40,percent,20,0.10,,,
MAT-VAR-FITTING-113,Pipe fitting variant 113,Supply brass or PVC fitting for pipe repair junction — item 113 for insurance repair scope scheduling,primitive,material,plumbing,ea,101.52,84.60,percent,20,0.10,,,
MAT-VAR-SEALANT-114,Plumbing sealant 114,Supply plumbing grade sealant and thread tape for joint completion — item 114 for insurance repair scope scheduling,primitive,material,plumbing,ea,104.16,86.80,percent,20,0.10,,,
MAT-VAR-BEAD-115,Plaster bead variant 115,Supply plaster bead or trim for junction detail — item 115 for insurance repair scope scheduling,primitive,material,plastering,ea,106.80,89.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-116,Construction adhesive 116,Supply construction adhesive for sheet or trim bonding — item 116 for insurance repair scope scheduling,primitive,material,plastering,ea,109.44,91.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-117,Fixings pack 117,Supply nails screws and anchors pack for carpentry repair — item 117 for insurance repair scope scheduling,primitive,material,carpentry,ea,112.08,93.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-118,Timber adhesive 118,Supply polyurethane timber adhesive for splice joint — item 118 for insurance repair scope scheduling,primitive,material,carpentry,ea,114.72,95.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-119,Consumable allowance 119,Supply consumable allowance for blades bits and sundries on repair job — item 119 for insurance repair scope scheduling,primitive,material,general,ea,117.36,97.80,percent,20,0.10,,,
MAT-VAR-SEAL-120,Silicone sealant 120,Supply neutral cure silicone for wet area perimeter seal — item 120 for insurance repair scope scheduling,primitive,material,general,ea,14.40,12.00,percent,20,0.10,,,
MAT-VAR-GPO-121,Power outlet variant 121,Supply and install power outlet variant to match existing wiring — item 121 for insurance repair scope scheduling,primitive,material,electrical,ea,17.04,14.20,percent,20,0.10,,,
MAT-VAR-CABLE-122,Cable run variant 122,Supply additional cable and conduit for circuit extension — item 122 for insurance repair scope scheduling,primitive,material,electrical,ea,19.68,16.40,percent,20,0.10,,,
MAT-VAR-FITTING-123,Pipe fitting variant 123,Supply brass or PVC fitting for pipe repair junction — item 123 for insurance repair scope scheduling,primitive,material,plumbing,ea,22.32,18.60,percent,20,0.10,,,
MAT-VAR-SEALANT-124,Plumbing sealant 124,Supply plumbing grade sealant and thread tape for joint completion — item 124 for insurance repair scope scheduling,primitive,material,plumbing,ea,24.96,20.80,percent,20,0.10,,,
MAT-VAR-BEAD-125,Plaster bead variant 125,Supply plaster bead or trim for junction detail — item 125 for insurance repair scope scheduling,primitive,material,plastering,ea,27.60,23.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-126,Construction adhesive 126,Supply construction adhesive for sheet or trim bonding — item 126 for insurance repair scope scheduling,primitive,material,plastering,ea,30.24,25.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-127,Fixings pack 127,Supply nails screws and anchors pack for carpentry repair — item 127 for insurance repair scope scheduling,primitive,material,carpentry,ea,32.88,27.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-128,Timber adhesive 128,Supply polyurethane timber adhesive for splice joint — item 128 for insurance repair scope scheduling,primitive,material,carpentry,ea,35.52,29.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-129,Consumable allowance 129,Supply consumable allowance for blades bits and sundries on repair job — item 129 for insurance repair scope scheduling,primitive,material,general,ea,38.16,31.80,percent,20,0.10,,,
MAT-VAR-SEAL-130,Silicone sealant 130,Supply neutral cure silicone for wet area perimeter seal — item 130 for insurance repair scope scheduling,primitive,material,general,ea,40.80,34.00,percent,20,0.10,,,
MAT-VAR-GPO-131,Power outlet variant 131,Supply and install power outlet variant to match existing wiring — item 131 for insurance repair scope scheduling,primitive,material,electrical,ea,43.44,36.20,percent,20,0.10,,,
MAT-VAR-CABLE-132,Cable run variant 132,Supply additional cable and conduit for circuit extension — item 132 for insurance repair scope scheduling,primitive,material,electrical,ea,46.08,38.40,percent,20,0.10,,,
MAT-VAR-FITTING-133,Pipe fitting variant 133,Supply brass or PVC fitting for pipe repair junction — item 133 for insurance repair scope scheduling,primitive,material,plumbing,ea,48.72,40.60,percent,20,0.10,,,
MAT-VAR-SEALANT-134,Plumbing sealant 134,Supply plumbing grade sealant and thread tape for joint completion — item 134 for insurance repair scope scheduling,primitive,material,plumbing,ea,51.36,42.80,percent,20,0.10,,,
MAT-VAR-BEAD-135,Plaster bead variant 135,Supply plaster bead or trim for junction detail — item 135 for insurance repair scope scheduling,primitive,material,plastering,ea,54.00,45.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-136,Construction adhesive 136,Supply construction adhesive for sheet or trim bonding — item 136 for insurance repair scope scheduling,primitive,material,plastering,ea,56.64,47.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-137,Fixings pack 137,Supply nails screws and anchors pack for carpentry repair — item 137 for insurance repair scope scheduling,primitive,material,carpentry,ea,59.28,49.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-138,Timber adhesive 138,Supply polyurethane timber adhesive for splice joint — item 138 for insurance repair scope scheduling,primitive,material,carpentry,ea,61.92,51.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-139,Consumable allowance 139,Supply consumable allowance for blades bits and sundries on repair job — item 139 for insurance repair scope scheduling,primitive,material,general,ea,64.56,53.80,percent,20,0.10,,,
MAT-VAR-SEAL-140,Silicone sealant 140,Supply neutral cure silicone for wet area perimeter seal — item 140 for insurance repair scope scheduling,primitive,material,general,ea,67.20,56.00,percent,20,0.10,,,
MAT-VAR-GPO-141,Power outlet variant 141,Supply and install power outlet variant to match existing wiring — item 141 for insurance repair scope scheduling,primitive,material,electrical,ea,69.84,58.20,percent,20,0.10,,,
MAT-VAR-CABLE-142,Cable run variant 142,Supply additional cable and conduit for circuit extension — item 142 for insurance repair scope scheduling,primitive,material,electrical,ea,72.48,60.40,percent,20,0.10,,,
MAT-VAR-FITTING-143,Pipe fitting variant 143,Supply brass or PVC fitting for pipe repair junction — item 143 for insurance repair scope scheduling,primitive,material,plumbing,ea,75.12,62.60,percent,20,0.10,,,
MAT-VAR-SEALANT-144,Plumbing sealant 144,Supply plumbing grade sealant and thread tape for joint completion — item 144 for insurance repair scope scheduling,primitive,material,plumbing,ea,77.76,64.80,percent,20,0.10,,,
MAT-VAR-BEAD-145,Plaster bead variant 145,Supply plaster bead or trim for junction detail — item 145 for insurance repair scope scheduling,primitive,material,plastering,ea,80.40,67.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-146,Construction adhesive 146,Supply construction adhesive for sheet or trim bonding — item 146 for insurance repair scope scheduling,primitive,material,plastering,ea,83.04,69.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-147,Fixings pack 147,Supply nails screws and anchors pack for carpentry repair — item 147 for insurance repair scope scheduling,primitive,material,carpentry,ea,85.68,71.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-148,Timber adhesive 148,Supply polyurethane timber adhesive for splice joint — item 148 for insurance repair scope scheduling,primitive,material,carpentry,ea,88.32,73.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-149,Consumable allowance 149,Supply consumable allowance for blades bits and sundries on repair job — item 149 for insurance repair scope scheduling,primitive,material,general,ea,90.96,75.80,percent,20,0.10,,,
MAT-VAR-SEAL-150,Silicone sealant 150,Supply neutral cure silicone for wet area perimeter seal — item 150 for insurance repair scope scheduling,primitive,material,general,ea,93.60,78.00,percent,20,0.10,,,
MAT-VAR-GPO-151,Power outlet variant 151,Supply and install power outlet variant to match existing wiring — item 151 for insurance repair scope scheduling,primitive,material,electrical,ea,96.24,80.20,percent,20,0.10,,,
MAT-VAR-CABLE-152,Cable run variant 152,Supply additional cable and conduit for circuit extension — item 152 for insurance repair scope scheduling,primitive,material,electrical,ea,98.88,82.40,percent,20,0.10,,,
MAT-VAR-FITTING-153,Pipe fitting variant 153,Supply brass or PVC fitting for pipe repair junction — item 153 for insurance repair scope scheduling,primitive,material,plumbing,ea,101.52,84.60,percent,20,0.10,,,
MAT-VAR-SEALANT-154,Plumbing sealant 154,Supply plumbing grade sealant and thread tape for joint completion — item 154 for insurance repair scope scheduling,primitive,material,plumbing,ea,104.16,86.80,percent,20,0.10,,,
MAT-VAR-BEAD-155,Plaster bead variant 155,Supply plaster bead or trim for junction detail — item 155 for insurance repair scope scheduling,primitive,material,plastering,ea,106.80,89.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-156,Construction adhesive 156,Supply construction adhesive for sheet or trim bonding — item 156 for insurance repair scope scheduling,primitive,material,plastering,ea,109.44,91.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-157,Fixings pack 157,Supply nails screws and anchors pack for carpentry repair — item 157 for insurance repair scope scheduling,primitive,material,carpentry,ea,112.08,93.40,percent,20,0.10,,,
MAT-VAR-ADHESIVE-158,Timber adhesive 158,Supply polyurethane timber adhesive for splice joint — item 158 for insurance repair scope scheduling,primitive,material,carpentry,ea,114.72,95.60,percent,20,0.10,,,
MAT-VAR-CONSUMABLE-159,Consumable allowance 159,Supply consumable allowance for blades bits and sundries on repair job — item 159 for insurance repair scope scheduling,primitive,material,general,ea,117.36,97.80,percent,20,0.10,,,
MAT-VAR-SEAL-160,Silicone sealant 160,Supply neutral cure silicone for wet area perimeter seal — item 160 for insurance repair scope scheduling,primitive,material,general,ea,14.40,12.00,percent,20,0.10,,,
MAT-VAR-GPO-161,Power outlet variant 161,Supply and install power outlet variant to match existing wiring — item 161 for insurance repair scope scheduling,primitive,material,electrical,ea,17.04,14.20,percent,20,0.10,,,
MAT-VAR-CABLE-162,Cable run variant 162,Supply additional cable and conduit for circuit extension — item 162 for insurance repair scope scheduling,primitive,material,electrical,ea,19.68,16.40,percent,20,0.10,,,
MAT-VAR-FITTING-163,Pipe fitting variant 163,Supply brass or PVC fitting for pipe repair junction — item 163 for insurance repair scope scheduling,primitive,material,plumbing,ea,22.32,18.60,percent,20,0.10,,,
MAT-VAR-SEALANT-164,Plumbing sealant 164,Supply plumbing grade sealant and thread tape for joint completion — item 164 for insurance repair scope scheduling,primitive,material,plumbing,ea,24.96,20.80,percent,20,0.10,,,
MAT-VAR-BEAD-165,Plaster bead variant 165,Supply plaster bead or trim for junction detail — item 165 for insurance repair scope scheduling,primitive,material,plastering,ea,27.60,23.00,percent,20,0.10,,,
MAT-VAR-ADHESIVE-166,Construction adhesive 166,Supply construction adhesive for sheet or trim bonding — item 166 for insurance repair scope scheduling,primitive,material,plastering,ea,30.24,25.20,percent,20,0.10,,,
MAT-VAR-FIXINGS-167,Fixings pack 167,Supply nails screws and anchors pack for carpentry repair — item 167 for insurance repair scope scheduling,primitive,material,carpentry,ea,32.88,27.40,percent,20,0.10,,,
ASM-WET-BATH-REL,Bathroom relining,Assembly allowance for bathroom relining including waterproofing wall linings and fit-off,assembly,other,plumbing,,,,,,0.10,fixed,8500.00,
ASM-WET-SHOWER-REL,Shower recess reline,Assembly allowance to reline shower recess including waterproof membrane and tiles,assembly,other,plumbing,,,,,,0.10,fixed,5200.00,
ASM-WET-LAUNDRY,Laundry restoration,Assembly allowance to restore laundry including tub plumbing and splash lining,assembly,other,plumbing,,,,,,0.10,fixed,3800.00,
ASM-KIT-BENCH-REP,Kitchen bench replace,Assembly allowance to replace kitchen benchtop splashback and reconnect plumbing,assembly,other,carpentry,,,,,,0.10,fixed,6200.00,
ASM-KIT-CAB-REF,Kitchen cabinet refit,Assembly allowance to refit kitchen cabinets replace doors and hardware,assembly,other,carpentry,,,,,,0.10,fixed,7800.00,
ASM-KIT-SPLASH,Kitchen splashback,Assembly allowance for tiled or glass kitchen splashback supply and install,assembly,other,carpentry,,,,,,0.10,fixed,2400.00,
ASM-FLR-CARP-BED,Bedroom carpet replace,Assembly allowance to replace bedroom carpet including underlay and trim,assembly,other,general,,,,,,0.10,fixed,1900.00,
ASM-FLR-CARP-LIV,Living carpet replace,Assembly allowance to replace living area carpet including underlay and trim,assembly,other,general,,,,,,0.10,fixed,3200.00,
ASM-FLR-VINYL-WET,Wet area vinyl,Assembly allowance for wet area vinyl plank floor replacement,assembly,other,general,,,,,,0.10,fixed,2800.00,
ASM-FLR-TILE-BATH,Bathroom floor tiles,Assembly allowance for bathroom floor tile replacement including prep,assembly,other,general,,,,,,0.10,fixed,3500.00,
ASM-CEIL-SET-DOWN,Ceiling set down,Assembly allowance for ceiling set down after water damage including insulation,assembly,other,plastering,,,,,,0.10,fixed,4200.00,
ASM-WALL-LINING-REP,Wall lining repair,Assembly allowance to replace wall linings in single room including paint,assembly,other,plastering,,,,,,0.10,fixed,3600.00,
ASM-FIRE-SMOKE-ROOM,Smoke damage room,Assembly allowance for smoke damaged room clean seal and repaint,assembly,other,general,,,,,,0.10,fixed,4100.00,
ASM-FIRE-KITCH,Kitchen fire damage,Assembly allowance for kitchen fire damage strip out and reinstatement,assembly,other,general,,,,,,0.10,fixed,12500.00,
ASM-FLOOD-ROOM,Flood damage room,Assembly allowance for single room flood strip dry out and reinstate linings,assembly,other,general,,,,,,0.10,fixed,5800.00,
ASM-FLOOD-WHOLE-L1,Ground floor flood,Assembly allowance for whole ground floor flood restoration excluding contents,assembly,other,general,,,,,,0.10,fixed,28000.00,
ASM-MOULD-ROOM,Mould remediation room,Assembly allowance for mould remediation in single room with clearance test,assembly,other,general,,,,,,0.10,fixed,3200.00,
ASM-MOULD-WET,Wet area mould treat,Assembly allowance for wet area mould treatment and membrane renewal,assembly,other,plumbing,,,,,,0.10,fixed,4500.00,
ASM-STORM-ROOF-PATCH,Storm roof patch,Assembly allowance to patch storm damaged roof section and restore flashings,assembly,other,general,,,,,,0.10,fixed,2900.00,
ASM-STORM-FENCE,Storm fence rebuild,Assembly allowance to rebuild storm damaged fence section per 10 metres,assembly,other,general,,,,,,0.10,fixed,2200.00,
ASM-STORM-GUTTER,Gutter replacement,Assembly allowance to replace damaged gutter and downpipe run,assembly,other,general,,,,,,0.10,fixed,1650.00,
ASM-ELE-REWIRE-CCT,Circuit rewire,Assembly allowance to rewire single damaged circuit including fittings,assembly,other,electrical,,,,,,0.10,fixed,1800.00,
ASM-ELE-BOARD-UPG,Switchboard upgrade,Assembly allowance for switchboard upgrade with safety switches,assembly,other,electrical,,,,,,0.10,fixed,2400.00,
ASM-ELE-SMOKE-UPG,Smoke alarm upgrade,Assembly allowance to upgrade smoke alarms to interconnected system,assembly,other,electrical,,,,,,0.10,fixed,680.00,
ASM-PLU-HWS-REP,Hot water replace,Assembly allowance to replace hot water service including valves and compliance,assembly,other,plumbing,,,,,,0.10,fixed,2100.00,
ASM-PLU-DRAIN-REP,Underground drain repair,Assembly allowance to excavate and repair underground sewer junction,assembly,other,plumbing,,,,,,0.10,fixed,3800.00,
ASM-PLU-BURST-PIPE,Burst pipe make safe,Assembly allowance for burst pipe isolation repair and make safe,assembly,other,plumbing,,,,,,0.10,fixed,950.00,
ASM-CAR-INT-DOOR,Internal door replace,Assembly allowance to replace internal door jamb architrave and hardware,assembly,other,carpentry,,,,,,0.10,fixed,780.00,
ASM-CAR-WIN-LINING,Window lining replace,Assembly allowance to replace internal window lining and sill,assembly,other,carpentry,,,,,,0.10,fixed,620.00,
ASM-CAR-FLOOR-JOIST,Floor joist repair,Assembly allowance to repair rotted floor joists and replace flooring,assembly,other,carpentry,,,,,,0.10,fixed,4500.00,
ASM-CAR-DECK-SEC,Deck board replace,Assembly allowance to replace damaged deck boards and oil finish,assembly,other,carpentry,,,,,,0.10,fixed,2800.00,
ASM-EXT-DRIVE-PATCH,Driveway patch,Assembly allowance to cut out and patch damaged driveway section,assembly,other,general,,,,,,0.10,fixed,2400.00,
ASM-EXT-PATH-REP,Path reinstatement,Assembly allowance to reinstate concrete path after service trench,assembly,other,general,,,,,,0.10,fixed,1800.00,
ASM-EXT-LANDSCAPE,Landscape restoration,Assembly allowance to restore landscaping disturbed by repair excavation,assembly,other,general,,,,,,0.10,fixed,1500.00,
ASM-MAKE-SAFE,Emergency make safe,Assembly allowance for emergency make safe attendance and temporary weatherproofing,assembly,other,general,,,,,,0.10,fixed,1200.00,
ASM-TEMP-FENCE,Temp fence package,Assembly allowance for temporary fencing around work area for four weeks,assembly,other,general,,,,,,0.10,fixed,980.00,
ASM-CONTAINMENT,Containment setup,Assembly allowance to establish dust containment for occupied dwelling works,assembly,other,general,,,,,,0.10,fixed,850.00,
ASM-PAINT-INT-ROOM,Interior room repaint,Assembly allowance to prep and repaint single standard bedroom,assembly,other,general,,,,,,0.10,fixed,1400.00,
ASM-PAINT-INT-HOUSE,Whole house repaint,Assembly allowance to prep and repaint whole house interior three coat system,assembly,other,general,,,,,,0.10,fixed,9800.00,
ASM-PAINT-EXT-FACADE,Exterior facade repaint,Assembly allowance to wash prep and repaint exterior facade elevation,assembly,other,general,,,,,,0.10,fixed,5600.00,
ASM-INSULATION-CEIL,Ceiling insulation upgrade,Assembly allowance to upgrade ceiling insulation throughout dwelling,assembly,other,plastering,,,,,,0.10,fixed,3200.00,
ASM-INSULATION-WALL,Wall insulation retrofit,Assembly allowance to retrofit wall insulation from internal lining removal,assembly,other,plastering,,,,,,0.10,fixed,4800.00,
ASM-ROOF-SARKING,Roof sarking replace,Assembly allowance to replace damaged roof sarking and restore tiles,assembly,other,general,,,,,,0.10,fixed,5200.00,
ASM-ROOF-FLASH,Roof flashing replace,Assembly allowance to replace roof flashings at wall and chimney junctions,assembly,other,general,,,,,,0.10,fixed,2100.00,
ASM-BALUSTRADE,Balustrade replace,Assembly allowance to replace damaged timber or metal balustrade section,assembly,other,carpentry,,,,,,0.10,fixed,3400.00,
ASM-GARAGE-DOOR,Garage door replace,Assembly allowance to supply and install sectional garage door,assembly,other,carpentry,,,,,,0.10,fixed,2800.00,
ASM-SECURITY-DOOR,Security screen door,Assembly allowance to supply and install security screen door,assembly,other,carpentry,,,,,,0.10,fixed,890.00,
ASM-EVACUATE-SERVICE,Evacuation service,Assembly allowance for tenant evacuation coordination during major works,assembly,other,general,,,,,,0.10,fixed,650.00,
ASM-ACCESS-EQ,Access equipment pack,Assembly allowance for scaffold and access equipment on two storey repair,assembly,other,general,,,,,,0.10,fixed,1800.00,
ASM-QA-HANDOVER,QA handover pack,Assembly allowance for final QA inspection and insurer handover documentation,assembly,other,general,,,,,,0.10,fixed,420.00,
LAB-EXT-001,Data and comms work (per hr),Labour for data comms or TV outlet installation for insurance building repair scope item 1,primitive,labour,electrical,hr,86.40,72.00,percent,20,0.10,,,
LAB-EXT-002,Appliance connect (per hr),Labour to connect and test single domestic appliance for insurance building repair scope item 2,primitive,labour,electrical,hr,88.80,74.00,percent,20,0.10,,,
LAB-EXT-003,Appliance install (per hr),Labour to install dishwasher or washing machine for insurance building repair scope item 3,primitive,labour,plumbing,hr,91.20,76.00,percent,20,0.10,,,
LAB-EXT-004,Gas leak make safe (per hr),Labour to isolate gas leak and make safe appliance for insurance building repair scope item 4,primitive,labour,plumbing,hr,93.60,78.00,percent,20,0.10,,,
LAB-EXT-005,Cornice repair (per hr),Labour to repair damaged cornice section for insurance building repair scope item 5,primitive,labour,plastering,hr,96.00,80.00,percent,20,0.10,,,
LAB-EXT-006,Bulkhead build (per hr),Labour to construct plasterboard bulkhead for insurance building repair scope item 6,primitive,labour,plastering,hr,98.40,82.00,percent,20,0.10,,,
LAB-EXT-007,Stair balustrade (per hr),Labour to replace stair balustrade section for insurance building repair scope item 7,primitive,labour,carpentry,hr,100.80,84.00,percent,20,0.10,,,
LAB-EXT-008,Wardrobe fit out (per hr),Labour to install wardrobe fit out kit for insurance building repair scope item 8,primitive,labour,carpentry,hr,103.20,86.00,percent,20,0.10,,,
LAB-EXT-009,Tile waterproof (per hr),Labour to apply liquid waterproof membrane for insurance building repair scope item 9,primitive,labour,general,hr,105.60,88.00,percent,20,0.10,,,
LAB-EXT-010,Epoxy floor coat (per hr),Labour to apply epoxy coating to garage floor for insurance building repair scope item 10,primitive,labour,general,hr,108.00,90.00,percent,20,0.10,,,
LAB-EXT-011,Pressure wash (per hr),Labour to pressure wash external surfaces for insurance building repair scope item 11,primitive,labour,general,hr,110.40,92.00,percent,20,0.10,,,
LAB-EXT-012,Insulation removal (per hr),Labour to remove contaminated insulation for insurance building repair scope item 12,primitive,labour,general,hr,112.80,94.00,percent,20,0.10,,,
LAB-EXT-013,Hoarding erect (per hr),Labour to erect temporary hoarding for insurance building repair scope item 13,primitive,labour,general,hr,115.20,96.00,percent,20,0.10,,,
LAB-EXT-014,Traffic control (per hr),Labour for pedestrian traffic control during works for insurance building repair scope item 14,primitive,labour,general,hr,117.60,98.00,percent,20,0.10,,,
LAB-EXT-015,Dust barrier (per hr),Labour to install zip wall dust barrier for insurance building repair scope item 15,primitive,labour,general,hr,120.00,100.00,percent,20,0.10,,,
LAB-EXT-016,Data and comms work (per hr),Labour for data comms or TV outlet installation for insurance building repair scope item 16,primitive,labour,electrical,hr,122.40,102.00,percent,20,0.10,,,
LAB-EXT-017,Appliance connect (per hr),Labour to connect and test single domestic appliance for insurance building repair scope item 17,primitive,labour,electrical,hr,124.80,104.00,percent,20,0.10,,,
LAB-EXT-018,Appliance install (per hr),Labour to install dishwasher or washing machine for insurance building repair scope item 18,primitive,labour,plumbing,hr,127.20,106.00,percent,20,0.10,,,
LAB-EXT-019,Gas leak make safe (per hr),Labour to isolate gas leak and make safe appliance for insurance building repair scope item 19,primitive,labour,plumbing,hr,129.60,108.00,percent,20,0.10,,,
LAB-EXT-020,Cornice repair (per hr),Labour to repair damaged cornice section for insurance building repair scope item 20,primitive,labour,plastering,hr,132.00,110.00,percent,20,0.10,,,
LAB-EXT-021,Bulkhead build (per hr),Labour to construct plasterboard bulkhead for insurance building repair scope item 21,primitive,labour,plastering,hr,134.40,112.00,percent,20,0.10,,,
LAB-EXT-022,Stair balustrade (per hr),Labour to replace stair balustrade section for insurance building repair scope item 22,primitive,labour,carpentry,hr,136.80,114.00,percent,20,0.10,,,
LAB-EXT-023,Wardrobe fit out (per hr),Labour to install wardrobe fit out kit for insurance building repair scope item 23,primitive,labour,carpentry,hr,139.20,116.00,percent,20,0.10,,,
LAB-EXT-024,Tile waterproof (per hr),Labour to apply liquid waterproof membrane for insurance building repair scope item 24,primitive,labour,general,hr,141.60,118.00,percent,20,0.10,,,
LAB-EXT-025,Epoxy floor coat (per hr),Labour to apply epoxy coating to garage floor for insurance building repair scope item 25,primitive,labour,general,hr,84.00,70.00,percent,20,0.10,,,
LAB-EXT-026,Pressure wash (per hr),Labour to pressure wash external surfaces for insurance building repair scope item 26,primitive,labour,general,hr,86.40,72.00,percent,20,0.10,,,
LAB-EXT-027,Insulation removal (per hr),Labour to remove contaminated insulation for insurance building repair scope item 27,primitive,labour,general,hr,88.80,74.00,percent,20,0.10,,,
LAB-EXT-028,Hoarding erect (per hr),Labour to erect temporary hoarding for insurance building repair scope item 28,primitive,labour,general,hr,91.20,76.00,percent,20,0.10,,,
LAB-EXT-029,Traffic control (per hr),Labour for pedestrian traffic control during works for insurance building repair scope item 29,primitive,labour,general,hr,93.60,78.00,percent,20,0.10,,,
LAB-EXT-030,Dust barrier (per hr),Labour to install zip wall dust barrier for insurance building repair scope item 30,primitive,labour,general,hr,96.00,80.00,percent,20,0.10,,,
LAB-EXT-031,Data and comms work (per hr),Labour for data comms or TV outlet installation for insurance building repair scope item 31,primitive,labour,electrical,hr,98.40,82.00,percent,20,0.10,,,
LAB-EXT-032,Appliance connect (per hr),Labour to connect and test single domestic appliance for insurance building repair scope item 32,primitive,labour,electrical,hr,100.80,84.00,percent,20,0.10,,,
